file_name,function_name,complexity,tokens,triaged_out,model,llm_latency_s,verification_latency_s,verdict,orig_instrs,final_instrs,reduction_pct
atax.bc,polybench_timer_start,1,2670,True,,,,pending,4,4,0.0
atax.bc,polybench_timer_stop,1,2660,True,,,,pending,3,3,0.0
atax.bc,polybench_timer_print,1,2710,True,,,,pending,5,5,0.0
atax.bc,polybench_free_data,1,2686,True,,,,pending,5,5,0.0
atax.bc,polybench_alloc_data,1,2970,True,,,,pending,22,22,0.0
atax.bc,xmalloc,3,3235,True,,,,pending,34,34,0.0
atax.bc,main,1,3870,True,,,,pending,65,65,0.0
atax.bc,init_array,4,3958,True,,,,pending,82,82,0.0
atax.bc,kernel_atax,5,4626,False,ollama/qwen2.5-coder:3b,29.668,,syntax_fail,123,123,0.0
atax.bc,print_array,2,3412,True,,,,pending,48,48,0.0
atax.bc,rtclock,1,2642,True,,,,pending,1,1,0.0
atax.bc,print_element,1,5983,True,,,,pending,203,203,0.0
doitgen.bc,polybench_flush_cache,2,3772,True,,,,pending,40,40,0.0
